団体コード,都道府県名（漢字）,市区町村名（漢字）,都道府県名（カナ）,市区町村名（カナ）,訪問レベル
223051,静岡県,松崎町,ｼｽﾞｵｶｹﾝ,ﾏﾂｻﾞｷﾁｮｳ,1
223069,静岡県,西伊豆町,ｼｽﾞｵｶｹﾝ,ﾆｼｲｽﾞﾁｮｳ,1
223255,静岡県,函南町,ｼｽﾞｵｶｹﾝ,ｶﾝﾅﾐﾁｮｳ,3
223417,静岡県,清水町,ｼｽﾞｵｶｹﾝ,ｼﾐｽﾞﾁｮｳ,1
223425,静岡県,長泉町,ｼｽﾞｵｶｹﾝ,ﾅｶﾞｲｽﾞﾐﾁｮｳ,1
223441,静岡県,小山町,ｼｽﾞｵｶｹﾝ,ｵﾔﾏﾁｮｳ,4
224243,静岡県,吉田町,ｼｽﾞｵｶｹﾝ,ﾖｼﾀﾞﾁｮｳ,1
224294,静岡県,川根本町,ｼｽﾞｵｶｹﾝ,ｶﾜﾈﾎﾝﾁｮｳ,3
224618,静岡県,森町,ｼｽﾞｵｶｹﾝ,ﾓﾘﾏﾁ,1
231002,愛知県,名古屋市,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼ,4
231011,愛知県,名古屋市千種区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾁｸｻｸ,3
231029,愛知県,名古屋市東区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾋｶﾞｼｸ,3
231037,愛知県,名古屋市北区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼｷﾀｸ,3
231045,愛知県,名古屋市西区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾆｼｸ,3
231053,愛知県,名古屋市中村区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾅｶﾑﾗｸ,3
231061,愛知県,名古屋市中区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾅｶｸ,3
231070,愛知県,名古屋市昭和区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼｼｮｳﾜｸ,1
231088,愛知県,名古屋市瑞穂区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾐｽﾞﾎｸ,1
231096,愛知県,名古屋市熱田区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼｱﾂﾀｸ,3
231100,愛知県,名古屋市中川区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾅｶｶﾞﾜｸ,0
231118,愛知県,名古屋市港区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾐﾅﾄｸ,0
231126,愛知県,名古屋市南区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾐﾅﾐｸ,1
231134,愛知県,名古屋市守山区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾓﾘﾔﾏｸ,1
231142,愛知県,名古屋市緑区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾐﾄﾞﾘｸ,1
231151,愛知県,名古屋市名東区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾒｲﾄｳｸ,1
231169,愛知県,名古屋市天白区,ｱｲﾁｹﾝ,ﾅｺﾞﾔｼﾃﾝﾊﾟｸｸ,3
232017,愛知県,豊橋市,ｱｲﾁｹﾝ,ﾄﾖﾊｼｼ,3
232025,愛知県,岡崎市,ｱｲﾁｹﾝ,ｵｶｻﾞｷｼ,1
232033,愛知県,一宮市,ｱｲﾁｹﾝ,ｲﾁﾉﾐﾔｼ,4
232041,愛知県,瀬戸市,ｱｲﾁｹﾝ,ｾﾄｼ,1
232050,愛知県,半田市,ｱｲﾁｹﾝ,ﾊﾝﾀﾞｼ,1
232068,愛知県,春日井市,ｱｲﾁｹﾝ,ｶｽｶﾞｲｼ,1
232076,愛知県,豊川市,ｱｲﾁｹﾝ,ﾄﾖｶﾜｼ,1
232084,愛知県,津島市,ｱｲﾁｹﾝ,ﾂｼﾏｼ,1
232092,愛知県,碧南市,ｱｲﾁｹﾝ,ﾍｷﾅﾝｼ,0
232106,愛知県,刈谷市,ｱｲﾁｹﾝ,ｶﾘﾔｼ,4
232114,愛知県,豊田市,ｱｲﾁｹﾝ,ﾄﾖﾀｼ,4
232122,愛知県,安城市,ｱｲﾁｹﾝ,ｱﾝｼﾞｮｳｼ,1
232131,愛知県,西尾市,ｱｲﾁｹﾝ,ﾆｼｵｼ,0
232149,愛知県,蒲郡市,ｱｲﾁｹﾝ,ｶﾞﾏｺﾞｵﾘｼ,3
232157,愛知県,犬山市,ｱｲﾁｹﾝ,ｲﾇﾔﾏｼ,3
232165,愛知県,常滑市,ｱｲﾁｹﾝ,ﾄｺﾅﾒｼ,3
232173,愛知県,江南市,ｱｲﾁｹﾝ,ｺｳﾅﾝｼ,3
232190,愛知県,小牧市,ｱｲﾁｹﾝ,ｺﾏｷｼ,1
232203,愛知県,稲沢市,ｱｲﾁｹﾝ,ｲﾅｻﾞﾜｼ,1
232211,愛知県,新城市,ｱｲﾁｹﾝ,ｼﾝｼﾛｼ,3
232220,愛知県,東海市,ｱｲﾁｹﾝ,ﾄｳｶｲｼ,1
232238,愛知県,大府市,ｱｲﾁｹﾝ,ｵｵﾌﾞｼ,1
232246,愛知県,知多市,ｱｲﾁｹﾝ,ﾁﾀｼ,1
232254,愛知県,知立市,ｱｲﾁｹﾝ,ﾁﾘｭｳｼ,1
232262,愛知県,尾張旭市,ｱｲﾁｹﾝ,ｵﾜﾘｱｻﾋｼ,0
232271,愛知県,高浜市,ｱｲﾁｹﾝ,ﾀｶﾊﾏｼ,0
232289,愛知県,岩倉市,ｱｲﾁｹﾝ,ｲﾜｸﾗｼ,1
232297,愛知県,豊明市,ｱｲﾁｹﾝ,ﾄﾖｱｹｼ,1
232301,愛知県,日進市,ｱｲﾁｹﾝ,ﾆｯｼﾝｼ,1
232319,愛知県,田原市,ｱｲﾁｹﾝ,ﾀﾊﾗｼ,4
232327,愛知県,愛西市,ｱｲﾁｹﾝ,ｱｲｻｲｼ,1
232335,愛知県,清須市,ｱｲﾁｹﾝ,ｷﾖｽｼ,1
232343,愛知県,北名古屋市,ｱｲﾁｹﾝ,ｷﾀﾅｺﾞﾔｼ,3
232351,愛知県,弥富市,ｱｲﾁｹﾝ,ﾔﾄﾐｼ,1
232360,愛知県,みよし市,ｱｲﾁｹﾝ,ﾐﾖｼｼ,1
232378,愛知県,あま市,ｱｲﾁｹﾝ,ｱﾏｼ,0
232386,愛知県,長久手市,ｱｲﾁｹﾝ,ﾅｶﾞｸﾃｼ,1
233021,愛知県,東郷町,ｱｲﾁｹﾝ,ﾄｳｺﾞｳﾁｮｳ,0
233421,愛知県,豊山町,ｱｲﾁｹﾝ,ﾄﾖﾔﾏﾁｮｳ,1
233617,愛知県,大口町,ｱｲﾁｹﾝ,ｵｵｸﾞﾁﾁｮｳ,0
233625,愛知県,扶桑町,ｱｲﾁｹﾝ,ﾌｿｳﾁｮｳ,0
234249,愛知県,大治町,ｱｲﾁｹﾝ,ｵｵﾊﾙﾁｮｳ,0
234257,愛知県,蟹江町,ｱｲﾁｹﾝ,ｶﾆｴﾁｮｳ,3
234273,愛知県,飛島村,ｱｲﾁｹﾝ,ﾄﾋﾞｼﾏﾑﾗ,1
234419,愛知県,阿久比町,ｱｲﾁｹﾝ,ｱｸﾞｲﾁｮｳ,1
234427,愛知県,東浦町,ｱｲﾁｹﾝ,ﾋｶﾞｼｳﾗﾁｮｳ,1
234451,愛知県,南知多町,ｱｲﾁｹﾝ,ﾐﾅﾐﾁﾀﾁｮｳ,4
234460,愛知県,美浜町,ｱｲﾁｹﾝ,ﾐﾊﾏﾁｮｳ,3
234478,愛知県,武豊町,ｱｲﾁｹﾝ,ﾀｹﾄﾖﾁｮｳ,1
235016,愛知県,幸田町,ｱｲﾁｹﾝ,ｺｳﾀﾁｮｳ,1
235610,愛知県,設楽町,ｱｲﾁｹﾝ,ｼﾀﾗﾁｮｳ,0
235628,愛知県,東栄町,ｱｲﾁｹﾝ,ﾄｳｴｲﾁｮｳ,1
235636,愛知県,豊根村,ｱｲﾁｹﾝ,ﾄﾖﾈﾑﾗ,0
242012,三重県,津市,ﾐｴｹﾝ,ﾂｼ,3
242021,三重県,四日市市,ﾐｴｹﾝ,ﾖｯｶｲﾁｼ,3
242039,三重県,伊勢市,ﾐｴｹﾝ,ｲｾｼ,3
242047,三重県,松阪市,ﾐｴｹﾝ,ﾏﾂｻｶｼ,3
242055,三重県,桑名市,ﾐｴｹﾝ,ｸﾜﾅｼ,3
242071,三重県,鈴鹿市,ﾐｴｹﾝ,ｽｽﾞｶｼ,3
242080,三重県,名張市,ﾐｴｹﾝ,ﾅﾊﾞﾘｼ,0
242098,三重県,尾鷲市,ﾐｴｹﾝ,ｵﾜｾｼ,1
242101,三重県,亀山市,ﾐｴｹﾝ,ｶﾒﾔﾏｼ,1
242110,三重県,鳥羽市,ﾐｴｹﾝ,ﾄﾊﾞｼ,4
242128,三重県,熊野市,ﾐｴｹﾝ,ｸﾏﾉｼ,1
242144,三重県,いなべ市,ﾐｴｹﾝ,ｲﾅﾍﾞｼ,0
242152,三重県,志摩市,ﾐｴｹﾝ,ｼﾏｼ,3
242161,三重県,伊賀市,ﾐｴｹﾝ,ｲｶﾞｼ,1
243035,三重県,木曽岬町,ﾐｴｹﾝ,ｷｿｻｷﾁｮｳ,0
243248,三重県,東員町,ﾐｴｹﾝ,ﾄｳｲﾝﾁｮｳ,0
243418,三重県,菰野町,ﾐｴｹﾝ,ｺﾓﾉﾁｮｳ,1
243434,三重県,朝日町,ﾐｴｹﾝ,ｱｻﾋﾁｮｳ,1
243442,三重県,川越町,ﾐｴｹﾝ,ｶﾜｺﾞｴﾁｮｳ,1
244414,三重県,多気町,ﾐｴｹﾝ,ﾀｷﾁｮｳ,3
244422,三重県,明和町,ﾐｴｹﾝ,ﾒｲﾜﾁｮｳ,1
244431,三重県,大台町,ﾐｴｹﾝ,ｵｵﾀﾞｲﾁｮｳ,1
244619,三重県,玉城町,ﾐｴｹﾝ,ﾀﾏｷﾁｮｳ,1
244708,三重県,度会町,ﾐｴｹﾝ,ﾜﾀﾗｲﾁｮｳ,0
244716,三重県,大紀町,ﾐｴｹﾝ,ﾀｲｷﾁｮｳ,1
244724,三重県,南伊勢町,ﾐｴｹﾝ,ﾐﾅﾐｲｾﾁｮｳ,0
245437,三重県,紀北町,ﾐｴｹﾝ,ｷﾎｸﾁｮｳ,1
245615,三重県,御浜町,ﾐｴｹﾝ,ﾐﾊﾏﾁｮｳ,1
245623,三重県,紀宝町,ﾐｴｹﾝ,ｷﾎｳﾁｮｳ,1
252018,滋賀県,大津市,ｼｶﾞｹﾝ,ｵｵﾂｼ,3
252026,滋賀県,彦根市,ｼｶﾞｹﾝ,ﾋｺﾈｼ,4
252034,滋賀県,長浜市,ｼｶﾞｹﾝ,ﾅｶﾞﾊﾏｼ,3
252042,滋賀県,近江八幡市,ｼｶﾞｹﾝ,ｵｳﾐﾊﾁﾏﾝｼ,1
252069,滋賀県,草津市,ｼｶﾞｹﾝ,ｸｻﾂｼ,3
252077,滋賀県,守山市,ｼｶﾞｹﾝ,ﾓﾘﾔﾏｼ,1
252085,滋賀県,栗東市,ｼｶﾞｹﾝ,ﾘｯﾄｳｼ,1
252093,滋賀県,甲賀市,ｼｶﾞｹﾝ,ｺｳｶｼ,1
252107,滋賀県,野洲市,ｼｶﾞｹﾝ,ﾔｽｼ,3
252115,滋賀県,湖南市,ｼｶﾞｹﾝ,ｺﾅﾝｼ,1
252123,滋賀県,高島市,ｼｶﾞｹﾝ,ﾀｶｼﾏｼ,3
252131,滋賀県,東近江市,ｼｶﾞｹﾝ,ﾋｶﾞｼｵｳﾐｼ,1
252140,滋賀県,米原市,ｼｶﾞｹﾝ,ﾏｲﾊﾞﾗｼ,3
253839,滋賀県,日野町,ｼｶﾞｹﾝ,ﾋﾉﾁｮｳ,0
253847,滋賀県,竜王町,ｼｶﾞｹﾝ,ﾘﾕｳｵｳﾁｮｳ,3
254258,滋賀県,愛荘町,ｼｶﾞｹﾝ,ｱｲｼｮｳﾁｮｳ,1
254410,滋賀県,豊郷町,ｼｶﾞｹﾝ,ﾄﾖｻﾄﾁｮｳ,1
254428,滋賀県,甲良町,ｼｶﾞｹﾝ,ｺｳﾗﾁｮｳ,1
254436,滋賀県,多賀町,ｼｶﾞｹﾝ,ﾀｶﾞﾁｮｳ,1
261009,京都府,京都市,ｷｮｳﾄﾌ,ｷｮｳﾄｼ,4
261017,京都府,京都市北区,ｷｮｳﾄﾌ,ｷｮｳﾄｼｷﾀｸ,3
261025,京都府,京都市上京区,ｷｮｳﾄﾌ,ｷｮｳﾄｼｶﾐｷﾞｮｳｸ,3
261033,京都府,京都市左京区,ｷｮｳﾄﾌ,ｷｮｳﾄｼｻｷｮｳｸ,3
261041,京都府,京都市中京区,ｷｮｳﾄﾌ,ｷｮｳﾄｼﾅｶｷﾞｮｳｸ,3
261050,京都府,京都市東山区,ｷｮｳﾄﾌ,ｷｮｳﾄｼﾋｶﾞｼﾔﾏｸ,3
261068,京都府,京都市下京区,ｷｮｳﾄﾌ,ｷｮｳﾄｼｼﾓｷﾞｮｳｸ,4
261076,京都府,京都市南区,ｷｮｳﾄﾌ,ｷｮｳﾄｼﾐﾅﾐｸ,3
261084,京都府,京都市右京区,ｷｮｳﾄﾌ,ｷｮｳﾄｼｳｷｮｳｸ,3
261092,京都府,京都市伏見区,ｷｮｳﾄﾌ,ｷｮｳﾄｼﾌｼﾐｸ,3
261106,京都府,京都市山科区,ｷｮｳﾄﾌ,ｷｮｳﾄｼﾔﾏｼﾅｸ,1
261114,京都府,京都市西京区,ｷｮｳﾄﾌ,ｷｮｳﾄｼﾆｼｷｮｳｸ,1
262013,京都府,福知山市,ｷｮｳﾄﾌ,ﾌｸﾁﾔﾏｼ,1
262021,京都府,舞鶴市,ｷｮｳﾄﾌ,ﾏｲﾂﾞﾙｼ,3
262030,京都府,綾部市,ｷｮｳﾄﾌ,ｱﾔﾍﾞｼ,1
262048,京都府,宇治市,ｷｮｳﾄﾌ,ｳｼﾞｼ,1
262056,京都府,宮津市,ｷｮｳﾄﾌ,ﾐﾔﾂﾞｼ,3
262064,京都府,亀岡市,ｷｮｳﾄﾌ,ｶﾒｵｶｼ,0
262072,京都府,城陽市,ｷｮｳﾄﾌ,ｼﾞｮｳﾖｳｼ,1
262081,京都府,向日市,ｷｮｳﾄﾌ,ﾑｺｳｼ,1
262099,京都府,長岡京市,ｷｮｳﾄﾌ,ﾅｶﾞｵｶｷｮｳｼ,1
262102,京都府,八幡市,ｷｮｳﾄﾌ,ﾔﾜﾀｼ,1
262111,京都府,京田辺市,ｷｮｳﾄﾌ,ｷｮｳﾀﾅﾍﾞｼ,1
262129,京都府,京丹後市,ｷｮｳﾄﾌ,ｷｮｳﾀﾝｺﾞｼ,3
262137,京都府,南丹市,ｷｮｳﾄﾌ,ﾅﾝﾀﾝｼ,0
262145,京都府,木津川市,ｷｮｳﾄﾌ,ｷﾂﾞｶﾞﾜｼ,1
263036,京都府,大山崎町,ｷｮｳﾄﾌ,ｵｵﾔﾏｻﾞｷﾁｮｳ,1
263222,京都府,久御山町,ｷｮｳﾄﾌ,ｸﾐﾔﾏﾁｮｳ,1
263435,京都府,井手町,ｷｮｳﾄﾌ,ｲﾃﾞﾁｮｳ,1
263443,京都府,宇治田原町,ｷｮｳﾄﾌ,ｳｼﾞﾀﾜﾗﾁｮｳ,0
263648,京都府,笠置町,ｷｮｳﾄﾌ,ｶｻｷﾞﾁｮｳ,1
263656,京都府,和束町,ｷｮｳﾄﾌ,ﾜﾂﾞｶﾁｮｳ,0
263664,京都府,精華町,ｷｮｳﾄﾌ,ｾｲｶﾁｮｳ,1
263672,京都府,南山城村,ｷｮｳﾄﾌ,ﾐﾅﾐﾔﾏｼﾛﾑﾗ,1
264075,京都府,京丹波町,ｷｮｳﾄﾌ,ｷｮｳﾀﾝﾊﾞﾁｮｳ,0
264636,京都府,伊根町,ｷｮｳﾄﾌ,ｲﾈﾁｮｳ,3
264652,京都府,与謝野町,ｷｮｳﾄﾌ,ﾖｻﾉﾁｮｳ,1
271004,大阪府,大阪市,ｵｵｻｶﾌ,ｵｵｻｶｼ,4
271021,大阪府,大阪市都島区,ｵｵｻｶﾌ,ｵｵｻｶｼﾐﾔｺｼﾞﾏｸ,1
271039,大阪府,大阪市福島区,ｵｵｻｶﾌ,ｵｵｻｶｼﾌｸｼﾏｸ,4
271047,大阪府,大阪市此花区,ｵｵｻｶﾌ,ｵｵｻｶｼｺﾉﾊﾅｸ,1
271063,大阪府,大阪市西区,ｵｵｻｶﾌ,ｵｵｻｶｼﾆｼｸ,0
271071,大阪府,大阪市港区,ｵｵｻｶﾌ,ｵｵｻｶｼﾐﾅﾄｸ,0
271080,大阪府,大阪市大正区,ｵｵｻｶﾌ,ｵｵｻｶｼﾀｲｼｮｳｸ,1
271098,大阪府,大阪市天王寺区,ｵｵｻｶﾌ,ｵｵｻｶｼﾃﾝﾉｳｼﾞｸ,1
271110,大阪府,大阪市浪速区,ｵｵｻｶﾌ,ｵｵｻｶｼﾅﾆﾜｸ,3
271136,大阪府,大阪市西淀川区,ｵｵｻｶﾌ,ｵｵｻｶｼﾆｼﾖﾄﾞｶﾞﾜｸ,1
271144,大阪府,大阪市東淀川区,ｵｵｻｶﾌ,ｵｵｻｶｼﾋｶﾞｼﾖﾄﾞｶﾞﾜｸ,2
271152,大阪府,大阪市東成区,ｵｵｻｶﾌ,ｵｵｻｶｼﾋｶﾞｼﾅﾘｸ,0
271161,大阪府,大阪市生野区,ｵｵｻｶﾌ,ｵｵｻｶｼｲｸﾉｸ,0
271179,大阪府,大阪市旭区,ｵｵｻｶﾌ,ｵｵｻｶｼｱｻﾋｸ,1
271187,大阪府,大阪市城東区,ｵｵｻｶﾌ,ｵｵｻｶｼｼﾞｮｳﾄｳｸ,1
271195,大阪府,大阪市阿倍野区,ｵｵｻｶﾌ,ｵｵｻｶｼｱﾍﾞﾉｸ,0
271209,大阪府,大阪市住吉区,ｵｵｻｶﾌ,ｵｵｻｶｼｽﾐﾖｼｸ,1
271217,大阪府,大阪市東住吉区,ｵｵｻｶﾌ,ｵｵｻｶｼﾋｶﾞｼｽﾐﾖｼｸ,0
271225,大阪府,大阪市西成区,ｵｵｻｶﾌ,ｵｵｻｶｼﾆｼﾅﾘｸ,1
271233,大阪府,大阪市淀川区,ｵｵｻｶﾌ,ｵｵｻｶｼﾖﾄﾞｶﾞﾜｸ,4
271241,大阪府,大阪市鶴見区,ｵｵｻｶﾌ,ｵｵｻｶｼﾂﾙﾐｸ,0
271250,大阪府,大阪市住之江区,ｵｵｻｶﾌ,ｵｵｻｶｼｽﾐﾉｴｸ,3
271268,大阪府,大阪市平野区,ｵｵｻｶﾌ,ｵｵｻｶｼﾋﾗﾉｸ,0
271276,大阪府,大阪市北区,ｵｵｻｶﾌ,ｵｵｻｶｼｷﾀｸ,3
271284,大阪府,大阪市中央区,ｵｵｻｶﾌ,ｵｵｻｶｼﾁｭｳｵｳｸ,4
271403,大阪府,堺市,ｵｵｻｶﾌ,ｻｶｲｼ,3
271411,大阪府,堺市堺区,ｵｵｻｶﾌ,ｻｶｲｼｻｶｲｸ,1
271420,大阪府,堺市中区,ｵｵｻｶﾌ,ｻｶｲｼﾅｶｸ,3
271438,大阪府,堺市東区,ｵｵｻｶﾌ,ｻｶｲｼﾋｶﾞｼｸ,0
271446,大阪府,堺市西区,ｵｵｻｶﾌ,ｻｶｲｼﾆｼｸ,1
271454,大阪府,堺市南区,ｵｵｻｶﾌ,ｻｶｲｼﾐﾅﾐｸ,0
271462,大阪府,堺市北区,ｵｵｻｶﾌ,ｻｶｲｼｷﾀｸ,2
271471,大阪府,堺市美原区,ｵｵｻｶﾌ,ｻｶｲｼﾐﾊﾗｸ,0
272027,大阪府,岸和田市,ｵｵｻｶﾌ,ｷｼﾜﾀﾞｼ,1
272035,大阪府,豊中市,ｵｵｻｶﾌ,ﾄﾖﾅｶｼ,3
272043,大阪府,池田市,ｵｵｻｶﾌ,ｲｹﾀﾞｼ,1
272051,大阪府,吹田市,ｵｵｻｶﾌ,ｽｲﾀｼ,3
272060,大阪府,泉大津市,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,1
272078,大阪府,高槻市,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,3
272086,大阪府,貝塚市,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,1
272094,大阪府,守口市,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,0
272108,大阪府,枚方市,ｵｵｻｶﾌ,ﾋﾗｶﾀｼ,1
272116,大阪府,茨木市,ｵｵｻｶﾌ,ｲﾊﾞﾗｷｼ,3
272124,大阪府,八尾市,ｵｵｻｶﾌ,ﾔｵｼ,1
272132,大阪府,泉佐野市,ｵｵｻｶﾌ,ｲｽﾞﾐｻﾉｼ,1
272141,大阪府,富田林市,ｵｵｻｶﾌ,ﾄﾝﾀﾞﾊﾞﾔｼｼ,0
272159,大阪府,寝屋川市,ｵｵｻｶﾌ,ﾈﾔｶﾞﾜｼ,1
272167,大阪府,河内長野市,ｵｵｻｶﾌ,ｶﾜﾁﾅｶﾞﾉｼ,0
272175,大阪府,松原市,ｵｵｻｶﾌ,ﾏﾂﾊﾞﾗｼ,0
272183,大阪府,大東市,ｵｵｻｶﾌ,ﾀﾞｲﾄｳｼ,1
272191,大阪府,和泉市,ｵｵｻｶﾌ,ｲｽﾞﾐｼ,1
272205,大阪府,箕面市,ｵｵｻｶﾌ,ﾐﾉｵｼ,1
272213,大阪府,柏原市,ｵｵｻｶﾌ,ｶｼﾜﾗｼ,1
272221,大阪府,羽曳野市,ｵｵｻｶﾌ,ﾊﾋﾞｷﾉｼ,0
272230,大阪府,門真市,ｵｵｻｶﾌ,ｶﾄﾞﾏｼ,0
272248,大阪府,摂津市,ｵｵｻｶﾌ,ｾｯﾂｼ,1
272256,大阪府,高石市,ｵｵｻｶﾌ,ﾀｶｲｼｼ,1
272264,大阪府,藤井寺市,ｵｵｻｶﾌ,ﾌｼﾞｲﾃﾞﾗｼ,0
272272,大阪府,東大阪市,ｵｵｻｶﾌ,ﾋｶﾞｼｵｵｻｶｼ,1
272281,大阪府,泉南市,ｵｵｻｶﾌ,ｾﾝﾅﾝｼ,1
272299,大阪府,四條畷市,ｵｵｻｶﾌ,ｼｼﾞﾖｳﾅﾜﾃｼ,1
272302,大阪府,交野市,ｵｵｻｶﾌ,ｶﾀﾉｼ,1
272311,大阪府,大阪狭山市,ｵｵｻｶﾌ,ｵｵｻｶｻﾔﾏｼ,0
272329,大阪府,阪南市,ｵｵｻｶﾌ,ﾊﾝﾅﾝｼ,1
273015,大阪府,島本町,ｵｵｻｶﾌ,ｼﾏﾓﾄﾁｮｳ,1
273210,大阪府,豊能町,ｵｵｻｶﾌ,ﾄﾖﾉﾁｮｳ,1
273228,大阪府,能勢町,ｵｵｻｶﾌ,ﾉｾﾁｮｳ,0
273414,大阪府,忠岡町,ｵｵｻｶﾌ,ﾀﾀﾞｵｶﾁｮｳ,1
273619,大阪府,熊取町,ｵｵｻｶﾌ,ｸﾏﾄﾘﾁｮｳ,1
273627,大阪府,田尻町,ｵｵｻｶﾌ,ﾀｼﾞﾘﾁｮｳ,0
273660,大阪府,岬町,ｵｵｻｶﾌ,ﾐｻｷﾁｮｳ,0
273813,大阪府,太子町,ｵｵｻｶﾌ,ﾀｲｼﾁｮｳ,0
273821,大阪府,河南町,ｵｵｻｶﾌ,ｶﾅﾝﾁｮｳ,0
273830,大阪府,千早赤阪村,ｵｵｻｶﾌ,ﾁﾊﾔｱｶｻｶﾑﾗ,0
281000,兵庫県,神戸市,ﾋｮｳｺﾞｹﾝ,ｺｳﾍﾞｼ,4
281018,兵庫県,神戸市東灘区,ﾋｮｳｺﾞｹﾝ,ｺｳﾍﾞｼﾋｶﾞｼﾅﾀﾞｸ,4
281026,兵庫県,神戸市灘区,ﾋｮｳｺﾞｹﾝ,ｺｳﾍﾞｼﾅﾀﾞｸ,3
281051,兵庫県,神戸市兵庫区,ﾋｮｳｺﾞｹﾝ,ｺｳﾍﾞｼﾋｮｳｺﾞｸ,1
281069,兵庫県,神戸市長田区,ﾋｮｳｺﾞｹﾝ,ｺｳﾍﾞｼﾅｶﾞﾀｸ,1
281077,兵庫県,神戸市須磨区,ﾋｮｳｺﾞｹﾝ,ｺｳﾍﾞｼｽﾏｸ,1
281085,兵庫県,神戸市垂水区,ﾋｮｳｺﾞｹﾝ,ｺｳﾍﾞｼﾀﾙﾐｸ,1
281093,兵庫県,神戸市北区,ﾋｮｳｺﾞｹﾝ,ｺｳﾍﾞｼｷﾀｸ,4
281107,兵庫県,神戸市中央区,ﾋｮｳｺﾞｹﾝ,ｺｳﾍﾞｼﾁｭｳｵｳｸ,4
281115,兵庫県,神戸市西区,ﾋｮｳｺﾞｹﾝ,ｺｳﾍﾞｼﾆｼｸ,1
282014,兵庫県,姫路市,ﾋｮｳｺﾞｹﾝ,ﾋﾒｼﾞｼ,3
282022,兵庫県,尼崎市,ﾋｮｳｺﾞｹﾝ,ｱﾏｶﾞｻｷｼ,1
282031,兵庫県,明石市,ﾋｮｳｺﾞｹﾝ,ｱｶｼｼ,4
282049,兵庫県,西宮市,ﾋｮｳｺﾞｹﾝ,ﾆｼﾉﾐﾔｼ,1
282057,兵庫県,洲本市,ﾋｮｳｺﾞｹﾝ,ｽﾓﾄｼ,4
282065,兵庫県,芦屋市,ﾋｮｳｺﾞｹﾝ,ｱｼﾔｼ,1
282073,兵庫県,伊丹市,ﾋｮｳｺﾞｹﾝ,ｲﾀﾐｼ,1
282081,兵庫県,相生市,ﾋｮｳｺﾞｹﾝ,ｱｲｵｲｼ,1
282090,兵庫県,豊岡市,ﾋｮｳｺﾞｹﾝ,ﾄﾖｵｶｼ,4
282103,兵庫県,加古川市,ﾋｮｳｺﾞｹﾝ,ｶｺｶﾞﾜｼ,1
282120,兵庫県,赤穂市,ﾋｮｳｺﾞｹﾝ,ｱｺｳｼ,1
282138,兵庫県,西脇市,ﾋｮｳｺﾞｹﾝ,ﾆｼﾜｷｼ,3
282146,兵庫県,宝塚市,ﾋｮｳｺﾞｹﾝ,ﾀｶﾗﾂﾞｶｼ,1
282154,兵庫県,三木市,ﾋｮｳｺﾞｹﾝ,ﾐｷｼ,3
282162,兵庫県,高砂市,ﾋｮｳｺﾞｹﾝ,ﾀｶｻｺﾞｼ,1
282171,兵庫県,川西市,ﾋｮｳｺﾞｹﾝ,ｶﾜﾆｼｼ,1
282189,兵庫県,小野市,ﾋｮｳｺﾞｹﾝ,ｵﾉｼ,1
282197,兵庫県,三田市,ﾋｮｳｺﾞｹﾝ,ｻﾝﾀﾞｼ,0
282201,兵庫県,加西市,ﾋｮｳｺﾞｹﾝ,ｶｻｲｼ,1
282219,兵庫県,丹波篠山市,ﾋｮｳｺﾞｹﾝ,ﾀﾝﾊﾞｻｻﾔﾏｼ,0
282227,兵庫県,養父市,ﾋｮｳｺﾞｹﾝ,ﾔﾌﾞｼ,0
282235,兵庫県,丹波市,ﾋｮｳｺﾞｹﾝ,ﾀﾝﾊﾞｼ,3
282243,兵庫県,南あわじ市,ﾋｮｳｺﾞｹﾝ,ﾐﾅﾐｱﾜｼﾞｼ,3
282251,兵庫県,朝来市,ﾋｮｳｺﾞｹﾝ,ｱｻｺﾞｼ,0
282260,兵庫県,淡路市,ﾋｮｳｺﾞｹﾝ,ｱﾜｼﾞｼ,3
282278,兵庫県,宍粟市,ﾋｮｳｺﾞｹﾝ,ｼｿｳｼ,0
282286,兵庫県,加東市,ﾋｮｳｺﾞｹﾝ,ｶﾄｳｼ,1
